City_ID,City,Country,Date,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Current Description
524,Cabedelo,BR,2023-01-03 01:48:33,-6.9811,-34.8339,79.47,80,91,11.41,overcast clouds
525,Chokwe,MZ,2023-01-03 01:50:35,-24.5333,32.9833,68.45,97,1,4.72,clear sky
526,Marawi,PH,2023-01-03 01:50:35,7.9986,124.2928,69.55,95,100,2.84,overcast clouds
527,Katherine,AU,2023-01-03 01:50:36,-14.4667,132.2667,84.52,74,100,14.97,overcast clouds
528,Nanakuli,US,2023-01-03 01:50:36,21.3906,-158.1547,80.55,59,0,11.5,clear sky
529,Kamaishi,JP,2023-01-03 01:50:36,39.2667,141.8833,33.93,56,5,18.61,clear sky
530,Ilesha,NG,2023-01-03 01:50:37,7.1371,5.2583,69.33,39,94,2.1,overcast clouds
531,Xiaoyi,CN,2023-01-03 01:50:37,34.6178,109.703,39.96,42,0,2.73,clear sky
532,Tallahassee,US,2023-01-03 01:47:46,30.4383,-84.2807,69.64,92,75,0.0,mist
533,Aksu,CN,2023-01-03 01:50:38,41.1231,80.2644,16.25,53,0,2.28,clear sky
534,Payo,ID,2023-01-03 01:50:38,-3.7508,103.6372,77.49,83,100,2.93,moderate rain
535,Lundamo,NO,2023-01-03 01:50:39,63.1333,10.3,21.99,78,96,4.9,overcast clouds
536,Nalut,LY,2023-01-03 01:50:39,30.3333,10.85,49.42,73,0,9.57,clear sky
537,Ushtobe,KZ,2023-01-03 01:50:39,45.2514,77.9838,29.17,74,100,10.31,overcast clouds
538,Troitskoye,RU,2023-01-03 01:50:40,52.9821,84.6757,14.58,91,100,6.6,overcast clouds
539,Ahuimanu,US,2023-01-03 01:45:57,21.4447,-157.8378,80.31,74,20,9.22,few clouds
540,Muros,ES,2023-01-03 01:50:40,42.7762,-9.0603,47.68,75,53,7.92,broken clouds
541,Skjervoy,NO,2023-01-03 01:50:41,70.0311,20.9714,24.8,77,100,9.35,light snow
542,Miyako,JP,2023-01-03 01:50:41,39.6367,141.9525,34.54,45,10,14.74,clear sky
543,Fairbanks,US,2023-01-03 01:47:09,64.8378,-147.7164,12.16,86,20,0.0,few clouds
544,Cascais,PT,2023-01-03 01:48:48,38.6979,-9.4215,51.98,81,1,5.01,clear sky
545,Liverpool,GB,2023-01-03 01:50:42,53.4106,-2.9779,38.52,91,0,9.22,clear sky
546,Mount Isa,AU,2023-01-03 01:50:42,-20.7333,139.5,83.97,65,100,8.05,light rain
547,Kushmurun,KZ,2023-01-03 01:50:42,52.4503,64.6311,33.51,97,100,17.31,light snow
548,Eresos,GR,2023-01-03 01:51:43,39.1667,25.9333,53.98,59,0,1.66,clear sky
549,Isangel,VU,2023-01-03 01:51:43,-19.55,169.2667,84.6,69,18,9.55,few clouds
550,Safonovo,RU,2023-01-03 01:51:44,55.15,33.2167,35.02,99,100,8.55,snow
551,Kendari,ID,2023-01-03 01:51:44,-3.945,122.4989,85.53,67,100,1.5,overcast clouds
552,Te Anau,NZ,2023-01-03 01:51:45,-45.4167,167.7167,74.82,44,100,5.82,overcast clouds
553,Storforshei,NO,2023-01-03 01:51:45,66.4043,14.5233,20.98,92,100,0.0,overcast clouds
554,Bocas Del Toro,PA,2023-01-03 01:51:45,9.3333,-82.25,77.38,79,20,2.51,moderate rain
555,Arman,RU,2023-01-03 01:51:46,59.7,150.1667,-0.18,80,100,16.31,overcast clouds
556,Bolivar,US,2023-01-03 01:51:46,37.6145,-93.4105,61.56,94,100,3.0,overcast clouds
557,Fort Wellington,GY,2023-01-03 01:51:47,6.4,-57.6,75.69,90,100,7.65,overcast clouds
558,Souillac,MU,2023-01-03 01:51:47,-20.5167,57.5167,73.78,94,40,5.75,scattered clouds
559,Dalbandin,PK,2023-01-03 01:51:47,28.8947,64.4101,41.61,33,4,6.2,clear sky
560,Sturgis,US,2023-01-03 01:51:48,41.7992,-85.4192,45.07,99,100,5.75,mist
561,Yarmouth,US,2023-01-03 01:51:48,41.7057,-70.2286,42.96,86,0,7.0,clear sky
562,Khasan,RU,2023-01-03 01:51:48,42.4308,130.6434,22.15,36,1,19.15,clear sky
563,Miri,MY,2023-01-03 01:51:49,4.4148,114.0089,78.94,89,40,4.61,scattered clouds
564,Oksfjord,NO,2023-01-03 01:51:49,70.2396,22.3479,33.98,97,100,0.34,light snow
565,Batemans Bay,AU,2023-01-03 01:51:49,-35.7167,150.1833,70.11,78,87,9.35,overcast clouds
566,Hofn,IS,2023-01-03 01:51:50,64.2539,-15.2082,44.28,85,100,33.58,overcast clouds
567,Choctaw,US,2023-01-03 01:50:08,35.4976,-97.2689,65.01,83,0,11.5,clear sky
568,Lethem,GY,2023-01-03 01:51:50,3.3803,-59.7968,75.56,86,83,8.03,broken clouds
569,Vostok,RU,2023-01-03 01:51:51,46.4856,135.8833,-4.18,88,100,8.28,overcast clouds
570,Ambilobe,MG,2023-01-03 01:51:51,-13.2,49.05,71.94,93,60,3.78,broken clouds
571,Luoyang,CN,2023-01-03 01:51:52,34.6836,112.4536,39.99,36,0,3.04,clear sky
572,Guiberoua,CI,2023-01-03 01:51:52,6.2392,-6.1727,63.63,50,23,1.61,few clouds
573,Hami,CN,2023-01-03 01:51:52,42.8,93.45,18.12,55,90,2.04,overcast clouds
574,Bakchar,RU,2023-01-03 01:51:53,57.0186,82.0711,1.56,97,87,5.82,overcast clouds
575,Dimasalang,PH,2023-01-03 01:51:53,12.1923,123.8592,75.58,96,100,14.16,very heavy rain
576,Coracao De Jesus,BR,2023-01-03 01:51:54,-16.6853,-44.365,66.61,82,14,5.46,few clouds
577,Togur,RU,2023-01-03 01:51:54,58.3631,82.8265,-3.69,99,97,6.76,overcast clouds
578,Canchungo,GW,2023-01-03 01:51:54,12.0672,-16.0333,71.71,70,97,4.74,overcast clouds
579,Broome,US,2023-01-03 01:51:55,42.2506,-75.833,44.55,81,0,3.44,clear sky
580,Abeche,TD,2023-01-03 01:51:55,13.8292,20.8324,63.81,32,0,10.02,clear sky
581,Chenzhou,CN,2023-01-03 01:51:55,25.8,113.0333,44.71,65,95,4.47,overcast clouds
582,Kloulklubed,PW,2023-01-03 01:51:56,7.0419,134.2556,83.21,75,97,15.66,overcast clouds
583,Altay,CN,2023-01-03 01:51:56,47.8667,88.1167,14.34,79,100,4.03,overcast clouds
584,Jackson,US,2023-01-03 01:51:57,42.4165,-122.8345,39.99,83,100,3.44,overcast clouds
585,Hervey Bay,AU,2023-01-03 01:51:57,-25.2986,152.8535,76.24,63,0,7.61,clear sky
586,Richmond,US,2023-01-03 01:48:53,37.5538,-77.4603,59.14,83,100,8.05,overcast clouds
587,Bambanglipuro,ID,2023-01-03 01:51:57,-7.95,110.2833,81.21,77,97,12.77,overcast clouds
588,Komsomolskiy,UZ,2023-01-03 01:51:58,40.4272,71.7189,29.12,93,100,2.3,fog
589,Tambo,PE,2023-01-03 01:51:58,-14.8,-73.9167,37.53,96,100,6.53,overcast clouds
590,Huilong,CN,2023-01-03 01:51:58,31.8111,121.655,44.38,55,10,7.11,clear sky
591,Iracoubo,GF,2023-01-03 01:51:59,5.4802,-53.2011,75.54,91,98,8.63,overcast clouds
592,Pozo Colorado,PY,2023-01-03 01:51:59,-23.4923,-58.7972,75.81,89,100,3.4,overcast clouds
593,Kysyl-Syr,RU,2023-01-03 01:52:00,63.8986,122.7617,-22.4,99,100,3.11,overcast clouds
594,Salvador,SV,2023-01-03 01:52:00,13.8333,-88.9167,72.05,91,4,1.86,clear sky
595,Ayan,RU,2023-01-03 01:53:00,56.45,138.1667,-7.98,65,100,20.0,overcast clouds
596,Teya,RU,2023-01-03 01:53:01,60.3778,92.6267,6.73,93,100,5.84,overcast clouds
597,Berezovyy,RU,2023-01-03 01:53:01,51.6667,135.7,-7.53,74,4,3.53,clear sky
598,Korsakov,RU,2023-01-03 01:53:02,46.6328,142.7813,1.24,68,50,10.98,scattered clouds
599,Hobyo,SO,2023-01-03 01:53:02,5.3505,48.5268,77.63,65,41,21.12,scattered clouds
600,Obidos,BR,2023-01-03 01:53:03,-1.9175,-55.5181,74.3,91,93,2.82,overcast clouds
601,Karpogory,RU,2023-01-03 01:53:04,64.0019,44.4451,-8.99,100,35,3.98,scattered clouds
602,Laguna,US,2023-01-03 01:53:04,38.421,-121.4238,45.75,93,100,9.22,moderate rain
603,Bandar-E Lengeh,IR,2023-01-03 01:53:05,26.5579,54.8807,69.94,36,100,13.73,overcast clouds
604,San Benito,US,2023-01-03 01:53:05,36.6166,-121.0844,40.5,70,98,10.33,overcast clouds
605,Bontang,ID,2023-01-03 01:53:06,0.1333,117.5,81.23,78,100,3.04,light rain
606,Am Timan,TD,2023-01-03 01:53:06,11.0297,20.2827,69.33,32,30,5.86,scattered clouds
607,Moranbah,AU,2023-01-03 01:53:07,-22.0016,148.0466,90.14,34,0,1.68,clear sky
608,Grootfontein,NA,2023-01-03 01:53:07,-19.5667,18.1167,63.97,94,27,2.3,scattered clouds
609,Diu,IN,2023-01-03 01:53:08,20.7141,70.9822,62.85,43,61,11.45,broken clouds
610,General Cepeda,MX,2023-01-03 01:53:08,25.3833,-101.45,66.07,25,7,7.67,clear sky
611,Talcahuano,CL,2023-01-03 01:53:08,-36.7167,-73.1167,60.48,63,0,18.41,clear sky
612,Bardiyah,LY,2023-01-03 01:53:09,31.7561,25.0865,61.59,77,86,18.14,moderate rain
613,Basco,PH,2023-01-03 01:53:10,20.4487,121.9702,75.63,74,83,26.24,broken clouds
614,Arbazh,RU,2023-01-03 01:53:11,57.6804,48.3065,22.26,88,100,14.65,light snow
615,Kanigoro,ID,2023-01-03 01:53:11,-8.13,112.219,82.17,67,82,4.63,broken clouds
616,Kardymovo,RU,2023-01-03 01:53:12,54.8902,32.4311,39.99,98,100,13.27,light rain
617,Russell,US,2023-01-03 01:53:14,32.3502,-85.1999,69.08,100,0,0.0,clear sky
618,Birjand,IR,2023-01-03 01:53:14,32.8663,59.2211,18.07,67,0,6.91,clear sky
619,Seymchan,RU,2023-01-03 01:53:15,62.8833,152.4333,-42.84,99,99,1.01,overcast clouds
620,Kharan,PK,2023-01-03 01:53:15,28.5833,65.4167,44.33,35,0,9.19,clear sky
621,Nabire,ID,2023-01-03 01:53:17,-3.3667,135.4833,85.82,67,100,4.0,overcast clouds
622,Chanika,TZ,2023-01-03 01:53:18,-5.4167,38.0167,64.42,97,26,2.66,scattered clouds
623,Pundaguitan,PH,2023-01-03 01:53:18,6.3711,126.1689,78.46,85,100,7.14,overcast clouds
624,Biu,NG,2023-01-03 01:53:19,10.6129,12.1946,60.3,41,62,9.69,broken clouds
625,Los Llanos De Aridane,ES,2023-01-03 01:53:19,28.6585,-17.9182,62.35,89,100,9.22,overcast clouds
626,Mersin,TR,2023-01-03 01:53:20,36.862,34.6509,51.12,28,0,6.17,clear sky
627,Kottagudem,IN,2023-01-03 01:53:21,17.55,80.6333,70.27,80,59,3.15,broken clouds
628,Palora,EC,2023-01-03 01:53:22,-1.7,-77.9333,64.89,96,96,1.32,overcast clouds
629,Gubkin,RU,2023-01-03 01:53:22,51.2817,37.5458,37.53,95,100,7.36,overcast clouds
630,Palu,ID,2023-01-03 01:53:23,-0.8917,119.8707,86.5,64,97,3.22,overcast clouds
631,Mahanoro,MG,2023-01-03 01:52:08,-19.9,48.8,73.13,80,99,4.14,overcast clouds
632,Sesheke,ZM,2023-01-03 01:53:25,-17.4759,24.2968,64.29,95,100,3.58,overcast clouds
633,Ballina,AU,2023-01-03 01:53:27,-28.8667,153.5667,82.02,62,28,9.55,scattered clouds
634,Guarapari,BR,2023-01-03 01:53:27,-20.6667,-40.4975,71.89,92,4,8.88,clear sky
635,Namibe,AO,2023-01-03 01:53:27,-15.1961,12.1522,73.69,91,100,7.74,light rain
636,Margineni,RO,2023-01-03 01:53:28,46.9,26.6333,46.17,67,92,4.25,overcast clouds
637,Karoi,ZW,2023-01-03 01:53:28,-16.8099,29.6925,62.42,93,100,2.91,overcast clouds
638,Golden,US,2023-01-03 01:53:29,39.7555,-105.2211,27.88,93,100,7.0,mist
639,Bure,ET,2023-01-03 01:53:29,10.7,37.0667,59.54,62,85,1.28,overcast clouds
640,Tamandare,BR,2023-01-03 01:53:29,-8.7597,-35.1047,78.82,74,100,7.74,overcast clouds
641,Mpanda,TZ,2023-01-03 01:53:30,-6.3655,31.0409,64.11,87,86,1.01,overcast clouds
642,Havre-Saint-Pierre,CA,2023-01-03 01:54:30,50.2334,-63.5986,21.2,72,0,4.61,clear sky
643,Valparaiso,CL,2023-01-03 01:54:31,-33.0393,-71.6273,62.24,72,0,3.44,clear sky
644,Trairi,BR,2023-01-03 01:50:48,-3.2778,-39.2689,78.21,82,78,8.7,broken clouds
645,Andenes,NO,2023-01-03 01:54:31,69.3143,16.1194,35.58,69,75,17.27,broken clouds
646,Okhotsk,RU,2023-01-03 01:52:31,59.3833,143.3,0.05,70,100,24.76,overcast clouds
647,Kattivakkam,IN,2023-01-03 01:54:32,13.2167,80.3167,75.29,72,35,8.32,scattered clouds
648,Ucluelet,CA,2023-01-03 01:54:32,48.9329,-125.5528,48.09,68,100,1.01,overcast clouds
649,Nanortalik,GL,2023-01-03 01:54:32,60.1432,-45.2371,10.65,63,88,13.0,overcast clouds
650,Zhangjiakou,CN,2023-01-03 01:54:33,40.81,114.8794,18.73,41,19,1.25,few clouds
651,Vallenar,CL,2023-01-03 01:54:33,-28.5708,-70.7581,71.2,52,0,3.2,clear sky
652,Sal Rei,CV,2023-01-03 01:54:34,16.1833,-22.9167,73.13,75,31,18.07,scattered clouds
653,Naila,DE,2023-01-03 01:54:34,50.3167,11.7,44.89,86,75,11.5,broken clouds
654,Great Falls,US,2023-01-03 01:54:34,47.5002,-111.3008,29.68,74,0,3.44,clear sky
655,Oriximina,BR,2023-01-03 01:54:35,-1.7656,-55.8661,74.53,91,79,3.11,broken clouds
656,Monastyrishche,RU,2023-01-03 01:54:35,44.1931,132.4972,6.17,80,9,5.08,clear sky
657,San Policarpo,PH,2023-01-03 01:54:35,12.1791,125.5072,78.76,90,100,17.36,light rain
658,Loubomo,CG,2023-01-03 01:54:36,-4.1997,12.6739,70.09,97,100,2.39,overcast clouds
659,Mananjary,MG,2023-01-03 01:54:36,-21.2167,48.3333,74.12,84,100,4.79,overcast clouds
660,Quatre Cocos,MU,2023-01-03 01:54:36,-20.2078,57.7625,74.08,74,100,5.57,overcast clouds
661,Great Yarmouth,GB,2023-01-03 01:50:18,52.6083,1.7305,36.01,88,2,8.43,clear sky
662,Mosquera,CO,2023-01-03 01:53:25,4.7059,-74.2302,55.49,88,75,3.44,broken clouds
663,Samana,DO,2023-01-03 01:54:37,19.2056,-69.3369,73.22,87,14,8.03,few clouds
664,Tynset,NO,2023-01-03 01:54:38,62.2759,10.7824,-6.18,77,14,2.46,few clouds
665,Meulaboh,ID,2023-01-03 01:54:38,4.1363,96.1285,77.58,85,62,3.44,broken clouds
666,Dapdap,PH,2023-01-03 01:54:39,12.062,125.4881,78.73,90,100,16.26,moderate rain
667,Caconda,AO,2023-01-03 01:54:39,-13.7333,15.0667,57.97,98,100,5.68,moderate rain
668,Anori,BR,2023-01-03 01:54:40,-3.7728,-61.6442,72.64,97,100,0.78,overcast clouds
669,Oudtshoorn,ZA,2023-01-03 01:54:40,-33.5907,22.2014,64.76,57,0,2.84,clear sky
670,Matamoros,MX,2023-01-03 01:53:28,25.5333,-103.25,62.11,30,0,3.58,clear sky
671,Salamiyah,SY,2023-01-03 01:54:41,35.0113,37.0532,43.18,53,9,7.29,clear sky
672,Pervomayskiy,RU,2023-01-03 01:54:41,53.2485,40.2871,30.69,78,100,6.76,light snow
673,Sabang,ID,2023-01-03 01:54:41,5.8933,95.3214,79.72,77,100,12.95,overcast clouds
674,Bukachacha,RU,2023-01-03 01:54:42,52.9833,116.9167,-5.28,73,15,1.3,few clouds
675,Muroto,JP,2023-01-03 01:54:42,33.2833,134.15,48.42,53,44,6.71,scattered clouds
676,Petrov Val,RU,2023-01-03 01:54:43,50.1434,45.2096,31.24,74,41,13.31,scattered clouds
677,Kouango,CF,2023-01-03 01:54:43,4.9934,19.9619,75.83,44,2,4.92,clear sky
678,Chapais,CA,2023-01-03 01:54:44,49.7834,-74.8492,26.38,95,97,6.42,overcast clouds
679,Kargopol,RU,2023-01-03 01:54:44,61.5071,38.9456,5.83,99,76,3.62,broken clouds
680,Shambu,ET,2023-01-03 01:54:44,9.5667,37.1,52.7,67,71,1.63,broken clouds
681,Wasilla,US,2023-01-03 01:54:45,61.5814,-149.4394,38.07,73,0,13.8,clear sky
682,Pasighat,IN,2023-01-03 01:54:45,28.0667,95.3333,60.31,51,9,0.94,clear sky
683,Srednekolymsk,RU,2023-01-03 01:54:46,67.45,153.6833,-37.62,99,92,6.96,overcast clouds
684,Pervomayskoye,RU,2023-01-03 01:54:46,43.919,46.7102,46.8,70,87,9.1,overcast clouds
685,Porto Walter,BR,2023-01-03 01:54:46,-8.2686,-72.7439,77.23,75,85,5.97,overcast clouds
686,Ixtapa,MX,2023-01-03 01:54:47,20.7,-105.2,73.22,82,91,1.01,overcast clouds
687,Kudahuvadhoo,MV,2023-01-03 01:54:47,2.6708,72.8944,80.53,67,43,13.24,scattered clouds
688,Ust-Nera,RU,2023-01-03 01:55:48,64.5667,143.2,-42.92,97,64,3.13,broken clouds
689,Chiredzi,ZW,2023-01-03 01:55:48,-21.05,31.6667,66.65,83,0,2.08,clear sky
690,Moyale,KE,2023-01-03 01:55:49,3.5167,39.0584,65.84,72,33,7.29,scattered clouds
691,Parabel,RU,2023-01-03 01:55:49,58.6978,81.4825,-4.09,99,100,7.74,overcast clouds
692,Sussex,US,2023-01-03 01:55:50,41.1834,-74.6663,51.89,87,100,0.0,overcast clouds
693,Conde,BR,2023-01-03 01:55:50,-7.2597,-34.9075,78.26,83,20,8.05,few clouds
694,Chernigovka,RU,2023-01-03 01:54:58,44.3389,132.5728,5.07,82,10,4.85,clear sky
695,Kashmor,PK,2023-01-03 01:55:51,28.4333,69.5833,53.89,35,2,7.76,clear sky
696,Hamilton,US,2023-01-03 01:52:12,39.1834,-84.5333,60.01,90,100,3.44,overcast clouds
697,Riberalta,BO,2023-01-03 01:55:52,-10.9833,-66.1,73.44,87,23,3.58,few clouds
698,Maamba,ZM,2023-01-03 01:55:52,-17.3667,27.15,66.13,95,100,1.77,light rain
699,Alice Springs,AU,2023-01-03 01:55:52,-23.7,133.8833,94.55,40,62,17.27,broken clouds
700,Xiazhen,CN,2023-01-03 01:55:53,34.8022,117.1117,40.28,41,0,3.91,clear sky
701,Shakhtinsk,KZ,2023-01-03 01:55:53,49.71,72.5872,26.02,90,100,23.67,light snow
702,Tiznit,MA,2023-01-03 01:55:54,29.5833,-9.5,57.13,30,88,4.76,overcast clouds
703,Thunder Bay,CA,2023-01-03 01:54:03,48.4001,-89.3168,26.58,74,100,6.91,overcast clouds
704,Kumylzhenskaya,RU,2023-01-03 01:55:54,49.8809,42.5898,31.98,90,93,6.13,overcast clouds
705,Mackay,AU,2023-01-03 01:55:55,-21.15,149.2,88.68,66,31,8.72,scattered clouds
706,College,US,2023-01-03 01:55:55,64.8569,-147.8028,4.89,96,100,3.74,overcast clouds
707,Mizdah,LY,2023-01-03 01:55:56,31.4451,12.9801,49.42,93,14,6.82,few clouds
708,Luvianos,MX,2023-01-03 01:55:56,18.9167,-100.4,62.33,44,92,4.38,overcast clouds
709,Taltal,CL,2023-01-03 01:55:57,-25.4,-70.4833,66.83,81,11,2.64,few clouds
710,Bairiki,KI,2023-01-03 01:55:57,1.3292,172.9752,87.8,66,20,9.22,few clouds
